#Firma                                            Art      Vorw.     0130+
#-------------------------------------------------------------------------------
ESKA Schornsteinsanierung GmbH                                      +4533
Esprit de Corps Modische Oberbekleidung Vertriebs-GmbH & Co.        +2221
Esselte Dymo GmbH, Hannover (Buerobed., EDV-Zub.)                   +852524
Esselte Meto International GmbH                                     +7575
Esser Kaeltetechnik OHG                                       (022) +811122
ET Software WordPerfect Upgrade Center                              +863441
ETO Nahrungsmittelfabriken Richard Graebener                        +6602
EU-Telefon gegen Subventions-Betrueger                              +820595
Eura TV Leasing GmbH & Co                                           +864113
Eurim-Pharm Arzneimittel GmbH                                       +3939
Euro Cellular (Deutschland) GmbH                                    +4123
Euro Disney Resort                                                  +6619
Euro Disney Resorts                                                 +818114
Euro-Disney Reservierung                                            +6615
Euro-Disney Reservierung                                            +6618
Eurocard                                                            +2249
Eurocard/Mastercard (Frankreich)                                    +811828
EuropCar (InterRent) - Mietwagen Reservierung                       +2211
EuropCar (InterRent) 24h Notfall- & Reservierungss                  +4141
European Passenger Reservation Center                               +2425
Eurotip (Birmingham) Ltd. (Fussballwetten)                          +818866
Eurotops, ProAmbiente und Profi Partner, Firmen (MFV)               +850555
Eurotops, ProAmbiente und Profi Partner, Firmen (MFV)               +850888
Eurotrans, Firma                                                    +822223
EuroZerty                                                           +812150
EutelSat                                                            +812099
EVP GmbH (Finanzbeteiligungen)                                      +852525
EVP GmbH (Finanzbeteiligungen)                       F              +855550
Excom  Bestellungen f. Haendler                                     +830055
Express Overnight Service                                           +4016
Express Overnight Service GmbH, Berlin                              +859999
Express Technology                                                  +810517
F-Tech (?), a Kodak Company                                         +817839
Fachlabor und Praxis Dr. Klee (+49 69 410575)        #              +7574
Fahrrad Ferien Fahrten Gronau/Westfalen                             +856060
Failure Analysis Associates, San Francisco                          +840111
FAXON EUROPE BV Amsterdam                                           +2283
FE Internationale Sprachschulen Berlin                              +840888
FE Sprachreisen                                                     +4588
Federal Credit Union                                                +811187
Federal Express                                                     +811676
Federal Express (Deutschland) GmbH                                  +7573
Fernschule Koppel & Neumann, Marketing- & Info.bue                  +9599
Ferrari Notruf                                       NR             +4960
Fette & Co, Koeln Pflegeserie (Salz aus Totem Meer                  +823000
FF Elektronik GmbH, Rosenheim                                       +863637
FHL Leasing                                                         +853840
Fiat 24h                                                            +4470
Fiat Info-Line                                                      +5050
Fiat Notruf                                                         +4070
Fiat Werbeaktion "Fiat Punto"                                       +7010
Fiat/Lancia Marketingservice                                        +2285
Fidelity Investments Frankfurt                                      +813313
Fidelity Investments Luxemburg                                      +815122
Fiege (Private Logistik)                                            +833231
Fielmann Optik, Personalabteilung                                   +852700
Filtra GmbH, Ahlen                                                  +853300
Financial Times (Europe) The                                        +5351
Finanzconcept Immobilienservice                                     +868689
Fink GmbH, Detektei                                                 +3230
Finnair Reservierungen                                              +822828
Finnair Reservierungen, Flughafen Frankfurt                         +822823
Finnische Zentrale fuer Tourismus                                   +823636
Firma EHF, Bestellservice                                           +2625
Firma EHF, Bestellservice                                           +3630
Firma Escol, Muenchen (?)                                           +2755
Firma Haumonte                                                      +810033
Firma Menk(e?)                                                      +2521
Firma Moebel Daheim                                                 +860738
Firma ONC GmbH                                                      +860713
First                                                               +812202
Fischer                                                             +2042
Fisher Island Florida                                               +819894
Flanagan & Son Ltd., W.                                             +4497
FLIZ Flugbetr.- u. Infozentr. Luftwaffenamt Koeln                   +862073
Florafax International                                              +859792
FLORATEC Wiebelsheim                                                +839705
Flow Laboratories GmbH Auftragsservice                              +9060
Fluka Feinchemikalien                                               +2341
FOCUS                                                               +2524
FOCUS Abo-Service                                                   +2797
Fora Hotel Reutlingen                                               +3351
Ford                                                                +5859
Ford Computerboerse fuer Gebrauchtwagen                             +837333
Ford Gewinnspiel                                                    +2015
Ford Mondeo Info-Telefon                                            +6161
Ford-Werke AG Radiovertrieb und -verkauf                            +4346
Forte Hotels                                                        +2944
Forum, Firma, Serviceleitstelle                                     +6353
Four Seasons Hotels & Resorts                                       +852336
Fox-Software GmbH Hamburg                                           +851000
Fracier                                                             +810109
Fraenkische Rohrwerke                                               +3063
Frame Technology GmbH                                F              +813230
Frame Technology GmbH                                V              +813725
Frank Elektronik GmbH, Nuernberg                                    +844432
Franken BKV-Bank Nuernberg, Direktbetreuung                         +2012
Frankfurter Allgemeine Zeitung                                      +817817
Frankfurter Neue Presse                                             +839700
Frankfurter Rundschau                                               +866686
Franzen Sicherheitstechnik GmbH & Co                                +3950
Freeport GmbH, Deggendorf                                           +860789
Friseur Beruf, Berufsberatung                                       +849484
Fuchs Mineraloelwerke GmbH                                          +866060
Fuellenbach, Heimtraud, Rohr- und Kanalreinigung          (070,071) +812525
FUJIN Kreditkarten                                                  +811254
Fujitsu Infoservice (MFV)                                           +2303
Fun Tours Europe                                                    +858586
Furusato Investment-Fonts-Gesellschaft                              +4696
Fussball-Wetten                                                     +818383
Future Autocommunications GmbH, Mannheim                            +838301
Future Electronics                                                  +5725
Future Electronics (?) (MFV)                                        +817834
FVW International, Hamburg, Stellenanzeigen          F              +4418
G.S.A. Travel Service Italien                                       +810258
GAB, Firma Gebrauchtautomobilboerse (gebr. Wohnmob                  +860773
Garmhausen & Partner, Bonn                                          +861288
Gateway 2000 (MFV)                                                  +820846
Gateway 2000 (MFV)                                                  +820858
Gateway 2000, Computer-Versandhandel                                +820834
GBC Deutschland GmbH nur fuer Bestellungen                          +6644
GCC Technologies (Drucker)                                          +812606
GCT mbH, Bad Homburg                                                +820064
Geers Hoergeraete                                                   +858688
Generali Krankenversicherung, Muenchen                              +4345
Geo Peterson                                                        +810092
Geo-Center Muenchen, Auftragsannahme                                +5710
Geoff Fisher Transport                                              +810952
Gerberit Sanitaeranlagen GmbH                                       +4250
Gereng                                                              +812025
Gerling Konzern                                                     +7655
German Comnet, Hannover                                             +845945
Gilram Supply                                                       +812062
Giroflex GmbH, Trossingen                                           +860794
Girro Bank                                                          +811346
Globalink (Uebersetzungssoftware)                                   +865086
Globlitz 2000 Teppich- und Computerreinigungserz                    +852294
GM-Service GmbH Kundendienstservice                                 +4309
GMO Nord GmbH Gesellschaft f. moderne Organ.verf.                   +2708
Goldene Tasse HAG Gastronomieservice                                +2801
Goldene Tasse HAG Grossverbraucherservice                           +5070
Goldpfeil Lederwaren                                                +2912
Golf-Magazin                                                        +2606
Good-Year Infoservice                                               +3333
Good-Year Reifen                                                    +2313
Goodyear Aquatred Gewinnspiel                                       +850085
Goodyear Reifen- und Autoservice 24h-Dienst                         +9595
Gore GmbH Muenchen                                                  +7271
GOT                                                                 +4251
Gothaer Namur Kreditversicherung AG                                 +826360
Gothaer Versicherung                                                +4464
Gould Elektronics, Dietzenbach                                      +5225
GPM                                                                 +817125
Graebert AutoCAD direkt                                             +845375
Gras                                                                +812014
Grasa Bodense                                                       +811681
Grattan                                                             +810041
Greven's Adressbuch-Verlag Koeln GmbH                               +3220
Guetermann & Co                                                     +6673
Guhl Living Colors Beratungsservice                                 +7300
GULF AIR Reservierung                                               +2277
Gunnar Henriksen GHS                                                +810295
Gupta GmbH, Muenchen (Software)                                     +822959
Gutmann Messtechnik Vertriebs-GmbH, Breisach                        +860758
GWP Media Marketing                                                 +4001
Haefner-Umzuege                                                     +840909
Hageda AG                             (020-025,027-029,052,056,064) +3667
Halogenkauf Hannover, Hotline/Bestellannahme                        +5915
Hamburg Mannheimer                                                  +5010
Handelsblatt GmbH Vertriebsservice                                  +9388
Hanse Merkur Versicherung                                           +4119
Hansen & Son Spedition, DK-Paderborg                                +853471
Hapag Lloyd Flug-Einzelplatzbuchung                                 +7303
Happy-End Freizeit-Partner-Kommunikations-GmbH Muenchen             +5400
Harris GmbH                                                         +6785
Hartmann & Cie GmbH & Co KG EDV- und Buerobed.       F              +3767
Hartmann & Cie GmbH & Co KG Hotline                                 +858919
Hartmann & Partner, Wirtschaftsd. f. Schornsteinfe                  +6678
Haufe Verlag GmbH & Co KG Rudolf                                    +4777
Havaria Tiefkuehldienst                                             +855250
Hawkins International                                               +810954
HCD AT&T USA Direct (MFV)                                           +0011
HCD Australien direkt                                               +800061
HCD Belgien direkt                                                  +800032
HCD Brasilien direkt                                                +800055
HCD British Telecom International Service Operator                  +800044
HCD Canada (SPRINT)                                                 +0014
HCD Chile direkt                                                    +800056
HCD Costa Rica direkt                                               +800506
HCD Finland                                                         +800358
HCD France                                                          +800033
HCD Hong Kong direkt                                                +800852
HCD Hungary                                                         +800036
HCD Indonesien direkt                                               +800062
HCD Ireland                                                         +800353
HCD Island direkt                                                   +800354
HCD Israel direkt                                                   +800972
HCD Italien direkt                                                  +800039
HCD KDD Japan direct (japanisch)                                    +800081
HCD Korea direkt                                                    +800082
HCD Luxemburg direkt                                                +800352
HCD Malaysia direkt                                                 +800060
HCD Netherlands                                                     +800031
HCD Neuseeland direkt                                               +800064
HCD Norway                                                          +800047
HCD Philippinen direkt                                              +800063
HCD Portugal direkt                                                 +800351
HCD Singapore Telecom Internat. Service Operator                    +800065
HCD Spain                                                           +800034
HCD Swedish International Service Operator                          +800046
HCD Taiwan direkt                                                   +800886
HCD Telecom Service Denmark (Operator)                              +800045
HCD Telecom South Africa                                            +800027
HCD Thailand direkt                                                 +800066
HCD Tschechische u. Slovakische Republiken                          +800042
HCD Tuerkei direkt                                                  +800090
HCD United States of America (AT&T) 2                               +850058
HCD United States of America (MCI)                                  +0012
HCD United States of America (Sprint Express)                       +0013
HCD USA (MFV Voicecomputer von AT&T)                                +0010
HCD Vereinigte Arabische Emirate direkt                             +800971
Heesch1 & Heesch GmbH & Co KG          [02,030,040-046,048,050-054, +2044
Heesch2 & Heesch GmbH & Co KG      057-062,064,066,067,069,070,080) +2044
Hein Gericke Bikers Club                                            +861414
Heinrich Bauer Verlag, Leserservice, Hamburg                        +866866
HEKA-Kallinich Autosysteme                                          +9108
HeLaBa Luxemburg                                                    +4842
Helix                Fax? Bekomme nach 1.Klingeln keinen Connect... +811261
Hellas (?) Piano (Finnland?)                                        +812061
Henkel                                                              +2726
Henkel Verbraucherberatung                                          +7181
Henkel Verbraucherberatung (MFV)                                    +3660
Henkel Verbraucherberatung Pattex                                   +7979
Henkel-Thomson Info-Telefon / Beratung (MFV)                        +7144
Henkel-Verbraucherberatung                                          +2290
Hennes & Mauritz, Stellenanzeige/Stellenangebot                     +2818
Henry's (?) Auktionshaus                                            +852440
Herald Tribune                                                      +848585
Herbert Willersinn und Sued-Muell, Frankenthal                      +3441
Hermann Luchterhand Verlag, Neuwied                                 +862631
Hermes Kreditversicherung AG                                        +2006
Hertz Autovermietung GmbH Reservierungszentrale                     +2121
Hertz Reservierung                                                  +3023
Herzfeld, Ulrich Dr. (medizinische Forschung)                       +811414
Hesse-Linger Profilvertrieb                                         +7035
HESTIA Pharma GmbH Mannheim                                         +4989
Hetzel Reisen GmbH Abt. Aegypten                                    +862393
Heuser Service (Rohrreinigung)                                      +2016
Hewlett-Packard Boisy, Idaho, USA                                   +811677
Hewlett-Packard Colorado, USA                                       +811678
Hewlett-Packard Deutschland (MFV)                                   +853333
Hewlett-Packard Reperatur Computer+elektr.Messger.                  +4510
Hewlett-Packard Reperatur mediz.Geraet+anal.Messg.                  +4530
Hewlett-Packard San Diego, USA                                      +811679
Hewlett-Packard Security (?)                                        +811670
Hewlett-Packard, Untern.ber. analyt. Messt.& Mediz                  +4730
Hewlett-Packart                                                     +811897
High Touch, Icking (Bambusbetten)                                   +856340
Hill's Pet Products - DATA 9600/V42                                 +819852
Hilmer Datentechnik, Regensburg                                     +822323
Hilton International                                                +2424
Hilton Reservations Worldwide                                       +817689
Hinterberger                                                        +2699
Hoechst AG Infoservice                                              +3065
Hoechst Veterinaer GmbH, Auftragsann. Hannover                      +2536
Hoechst Veterinaer GmbH, Auftragsann. Hannover                      +3418
Hoechst Veterinaer GmbH, Kontor Stuttgart                           +6065
Hoechst Veterinaer GmbH, Unterschleissheim                          +7075
Hoechst-Service fuer die Landwirtschaft                             +3073
Hoesch Metall- und Kunststoffwerk                                   +5402
Hoffmann-Sonax Chemie KG                                            +855320
Hofmann Werkstatt-Technik GmbH, Pfungstadt                          +2337
Holiday bus Reise GmbH            (020-026,028,052,070,071,073,079) +3036
Holiday Club HOC Reisen GmbH                                        +3160
Holiday Inn                                                         +815131
Holiday Inn Hotels                                                  +865131
Holiday Inn Weltweit Reservierung: - 0130/815131                   +5678
Holsten Import Corp.                                                +810939
Homeowners Ltd.                                                     +810239
Honda Deutschland GmbH, Offenbach                                   +7677
Honeywell AG, Keyboard Division, Offenbach                          +810535
Hong Kong Telecom                                                   +812056
Hornblower Fischer AG                                               +6211
Hotel Nikko Duesseldorf                                             +3137
Hotel Royal Plaza                                                   +810615
Hotel Schwarzer Bock GmbH                                           +4007
Hotel Venezia Iesolo                                                +810863
Hotel zum Wasserturm Koeln                                          +2010
Howell & Associaltes                                                +810712
HTCS Computer Express Muenchen                                      +817978
Huels Troisdorf AG, Dachabdichtungen                                +4800
Hugo Boss                                                           +4822
Hunsrueck-Ferienpark-Hambachtal GmbH & Co KG                        +6333
Hutt Spanien-Immobilien                                             +844833
Hyatt Hotels & Resorts Worldwide Reservation                        +2929
Hyatt Hotels Gruppenreservierungen weltweit                         +2362
HYPO-Bank Mo-Fr 8:00-21:00, Sa 10:00-16:00                          +838183
Hyundai Motor Deutschland, Neckarsulm                               +851133
IAAI - Dr. Angerer GmbH                                             +3969
IAT                                                                 +810121
IBB GmbH, Duesseldorf (Termin-Broker)                               +825767
Iberia-Plus-Karte                                                   +828200
IBM                                                                 +821141
IBM Deutschland GmbH Informationszentrale                           +4567
IBM Deutschland GmbH Literaturbestellung                            +7031
IBM Deutschland GmbH Marketingservice                               +4555
IBM Deutschland GmbH Software-Service                               +866204
IBM Deutschland GmbH Software-Service 1                             +866200
IBM Deutschland GmbH Software-Service 2, Mainz                      +866201
IBM Deutschland GmbH Software-Service 3                             +866202
IBM Deutschland GmbH Software-Service 4                             +866203
IBM Deutschland GmbH Software-Service 5                             +866205
IBM Deutschland GmbH Software-Service 6                             +866206
IBM Deutschland GmbH Software-Service 7                             +866207
IBM Deutschland GmbH Software-service 8                             +866208
IBM Direkt                                                          +2686
IBM direkt                                                          +853355
IBM Duessldorf, Fachbereich Finanz                                  +862828
IBM Marketingservice                                                +860731
IBM Netzwerkservice                                                 +5446
IBM OS/2 Gewinnspiel                                                +3030
IBM Softwareservice                                                 +820100
IBM/Lotus Infotelefon (AmiPro 3.0)                                  +844321
Ibu Med, EDV Beratung (Medizin.-Organis. EDV-Syst)                  +2346
Ibusz Reisebuero, Koeln                                             +826382
ICL Technologies, Bereich Servicedesk                               +840101
Ideal Lebensversicherung                                            +2587
Ideal Lebensversicherungen                                          +2587
IDG World Expo, Muenchen                                            +827969
IFK Verlag AG, Muenchen                                             +822227
IFM Elektronik                                                      +5659
IHG Gleitlager GmbH Bestellannahme                                  +6686
Ikopeisiplast GmbH, Service                                         +854712
IMAGE Unternehmensberatung Helpdesk                                 +855020
Image Unternehmensberatung, Hotline-Service,Helpde                  +855030
IME Computer, Boston, MA (Hardware)                                 +810604
IMTS                                                                +810714
In Focus Systems (PC-Overhead-Projektoren)                          +813649
in.pro (Autozubehoer) Helpline                                      +4080
Info "Villa" (MegaTax HH)                                           +800337
infoMedia Hotline, Ratingen                                         +815617
inform Info-Hotline                                                 +826366
Information der Kurhotels in Venendig                               +812513
Informationen über Wien (Oesterreich-Werbung)                       +2544
Informationsgemeinschaft Muenz-Spiel, 53 Bonn 1                     +3727
Informationszentrum Kunststoffverpackungen                          +843543
Informationszentrum Pflegeberufe                                    +864848
Infotelefon 1 Knoblauch und Gesundheit                              +843401
Infotelefon 2 Knoblauch und Gesundheit                              +843402
Infotelefon Orthopäde & Berufsberatung                              +5838
Ingram Micro Bestell-FAX                                            +860797
Ingris GmbH                                                         +2171
Inmac GmbH Datacom Technik EDV-Zubehoer                             +3816
Inside International Tours, London                                  +811340
Institut für Lern- und Arbeitsmethodik                              +843232
Integrata AG, Schulung und MBA-Centren                              +854090
Intel                                                F              +813732
Intel Netzwerk-Infos                                 F              +814732
Intel Netzwerk-Infos                                 V              +814731
InteraDatent Zahntechnik GmbH                                       +855028
Intercontinental an Forum Hotels worldwide Reserv.                  +853955
Intercontinental Hotels                                             +811000
Interdatent GmbH, Zahntechnik                                       +5028
Interflex Datensysteme GmbH, Stuttgart                              +869908
Intermedia Service, Firma, Osnabrueck                               +853030
International Accident Alert Inc.                                   +5767
International Herald Tribune Abonentenservice                       +2525
International Travellers Association                                +810636
Internationale Telecharge Inc.                                      +9921
Interot Airways, Augsburg                                           +3053
Interpresent Di Schilling Werner EC einfache KG                     +862333
INTERSPAR Gewinnspiel                                               +863463
Intertec Services Corporation (MFV)                                 +810955
Intervest (??) International Inc                                    +816025
Intuit Deutschland GmbH, Bestellannahme (Quicken)                   +867768
Iomega (Bernoulli-Computer-Laufwerke)                               +824544
IPEA (Heiratsinstitut)                                              +7910
IPEA (Heiratsinstitut)                                              +7920
IPEA Stuttgart (Heiratsinstitut)                                    +7969
IRS-Leitstelle f. internationale Rettung u. Sicherheit    NR        +4466
Isicall GmbH Infotelefon, Karlsruhe                                 +800369
ISM Sport Vertriebsgesellschaft mbH                                 +2900
Israel Info und Gewinn - Telefon                                    +5444
ITD                                                                 +812024
Iveco                                                               +2227
Iveco Central Europe Muenchen (EuroCargo LKW)                       +823121
IWEST-Tierernaehrung Dr.Meyer u. Co KG                              +5445
J I caso Company, Wisconsin, USA (MFV-Voicemail)     VM             +815236
J. F. Stanley + Co., Hamburg (Autoabdeckungen)                      +836283
J. Kempen GmbH, Reifen&Autoserv. (Good-Year&Vector                  +7788
J. Pollitz, Staatl. Lotterieann. (Glueck&Spiel)                     +7878
Jackpoint GmbH, Moelln                                              +855500
Jamssen Pharmaceutica Verkaufsbuero                                 +2157
Jansen Auto's INT BV                                                +7852
JAP Japan Auto Parts GmbH                                           +7801
Japan Air Lines Reservierungen                    (022-030,040-099) +6878
JCB International card number req'd.                                +810145
JDR Microdevices                                     F              +812678
Jeans America, The Pacific Group, FL (Levi's 501)                   +817256
Jehle, Karl Spedition, Korntal-Muenchingen                          +7605
Jim Carter, Antique Truck Parts, USA                 F              +815630
Joerg (??) International GmbH, Mannheim 4680                        +866877
Johnson Company, Voice-Mail-System                   VM             +811653
Jolly Hotelreservierung                                             +842444
Journee Deutschland GmbH P.J.                                       +4240
K.E. Christensen Transport (- +?? 30 74 02 55)                     +811608
Kaercher GmbH & Co, Winnenden (Hochdruckreiniger)                   +823399
Kago, Kacheloefen                                                   +4540
Kaldewei (Badewannen)                                               +860880
Kappler Incorporated                                                +5563
Karlsruher Lebensversicherung                                       +2977
KCI Mediskus (MFV Sprachbox)                                        +863838
KCI Mediskus Produkte GmbH, Hoechststadt                            +7093
Kempinski AG Hotels                                                 +3339
Kennedy-Wilson UK (Immobilien-Auktionshaus)                         +818376
Kern GmbH, Sprachendienste, Duesseldorf                             +6606
Kettner, Eduard Jagen, Lodenmoden                                   +5965
Kiesewetter Automatenservice                                        +3321
Kinder- und Jugendtelefon                                           +810113
Kinder- und Jugendtelefon "Nummer gegen Kummer"                     +811103
Klafs-Saunabau GmbH & Co, Schwaebisch Hall                          +4606
KLM                                                (ausser 030-039) +847747
KMD (MFV)                                                           +817950
Knipp, Guenter                                                      +4504
Knolle AG Arzneimittel Ludwigshfn                                   +852512
Kochen und Backen                                                   +850851
Kodak Service                                                       +5210
Kodak, Bereich Informationssysteme                                  +822939
Kodak, Bereich Medizin, Stuttgart                                   +822938
Kodak, Firma                                                        +5646
Koellmann                                                           +2909
Koelsch Dieter, Bildungswerk                                        +6304
Koenig                                                              +810825
Koester John International, Realty                                  +0565
Kolb OHG TELEvacances                                               +9889
Kontor Fuchs KG, Wein Bordeaux-Import                               +2255
KPU                                                                 +2114
Kraft General Foods GmbH, Abt. Kundenservice                        +866234
Kraft GmbH, Fallingbostel (-05162 420)                             +2336
Krebs, Walter Firma, Offenbach                                      +2242
Krueger, Muenchen (Telephonkarten)                                  +7767
Krupp Videa Nederland                                               +811620
KSB AG Inspektionsservice                                           +2815
Kuhnle Tours, Stuttgart                                             +855555
Kurhaus Hotel                                                       +859807
Kurierdienst Sahe & Sahe?                                           +841818
Kurs/Richter Fachspedition GmbH Koeln                               +6470
L'Europe Sportive                                                   +860774
Lada Mobilitaetsgarantie                                            +815815
Lancaster Beauty Phone                                              +7101
Landesbank Rheinland-Pfalz International S. A. Lux                  +816816
Landmark French Quarter Hotel                                       +810292
LBS Beraterteam (Bausparkasse)                                      +4465
LBS Kundenberatung                                                  +6500
Leasametric GmbH Vermietung und Verkauf elektronischer Geraete      +7770
Leckerland Nord GmbH, Niederlassung Mecklenburg                     +854141
Legion Informationsservice                                          +861294
Lehmanns, J.F., zentrale Zeitschriftenabteilung Berlin              +863904
Lehmanns. J.F. Medizinische Buchhandlung GmbH                       +4372
Leismann OHG, Josef                                                 +3091
Lemforder Corp. Anschluss 1                                         +810313
Lemforder Corp. Anschluss 2                                         +810061
Lensveld                                                            +5717
Lessing/Theis GmbH Duesseldorf                                      +6768
Lever Mannheim, Reklamationsabteilung                               +5401
Lever Waschmittel (Beratung)                                        +2561
Lexmark (IBM-Drucker)                                               +844222
Lexus (Toyota)                                                      +4144
Life Benefit Resources, c/o Georg-Ove Daniel, Kiel                  +818875
Lifetime Memory Products Inc.                        F              +814315
Lifewire Communications Marketing GmbH, Hamburg                     +800336
LIFTA GmbH, Koeln                                                   +2466
LILI GmbH, Bad Homburg, Info-System LILI 2000                       +2731
Lind Waldock                                                        +811091
Linde Service-Telefon                                               +823242
Lindner Hotels AG, zentrales Verkaufsbuero Duessel                  +5853
Lingenbrink GmbH & Co Zweigniederl. Frankfurt     (020-024,026-029) +5525
Lippert Guenther                                                    +4757
LIT Investment, Chicago, USA                                        +811649
LKW-Service                                                         +2132
Lloyd Versicherungen Servicetelefon                                 +2329
Lockheed Aircraft                                                   +811624
Loew's Hotel                                                        +9696
Loewentaxi Leipzig                                                  +4300
Loewenzahn GmbH                                                     +6911
Logibyte Software+Buecher, Berlin                                   +845302
Logicon Inc.                                                        +810837
Lohmann Verbandstoffe, Firma, Mainz                                 +6362
Lohmann, Firma, Essen                                               +3824
Long & Foster Realtors                                              +811394
Lorenz GmbH, Brandsanierung,Trocknungsservice/Warenverwertung       +6171
Lotties Versand                                                     +849090
LOTUS Developement AG (Info/Order)                                  +838483
Lueg Mercedes-Benz Haendler                                         +4241
Lufthansa Air Plus   FAX                             F              +830018
Lufthansa Airplus                                                   +9220
Lufthansa Holiday-Broschueren                                       +4443
Lufthansa Marketingservice, Hotline                                 +2214
Lutz, Druckerei                                                     +2621
Luxottica Fashion Brillen Vertriebs-GmbH, Haar                      +4611
LV-Transport                                                        +812122
Maastricht Telefon der EG-Kommission in Deutschl.                   +9393
mac, die Messeexperten, Hotline                                     +839795
Macom Muehlacker                                                    +867722
MacWarehouse AppleCenter                                            +857000
MacWarehouse, Zentrale                                              +859393
Madame Sarre Bestellannahme                                         +814491
Mairs Geographischer Verlag                                         +4502
Malaysia Airlines                                                   +823232
Malsch Reinigungsservice                                            +820203
Mandarin Oriental Hotel                                             +858508
Mannheimer Versicherungen                                           +9500
Manning Real Estate                                                 +811642
Mantagraphics (VoiceMail)                            VM             +812183
MARES Personalmarketing GmbH                                        +4880
Maritim Hotels Reservations                                         +6969
Maritime Hotel Reisedienst GmbH                                     +2070
Marlboro Project '93                                                +3838
Marquette de Bary Co Inc.                                           +811497
Marriott Hotels                                                     +854422
Martin Marietta                                                     +9926
Mastercard Service Info (- 1-800-729-7729) (MFV)    F?             +810002
MathSoft Europe, Ruesselsheim                                       +818328
MathSoft Europe, Ruesselsheim                        F              +818369
Maurer Stempel-Schnelldienst, Stuttgart, Bestell.    F              +851122
Maxi-Papier, Firma, telefonischer Bestellservice                    +863900
Maxxon Petrol Company                                               +817413
Mayflower International                                             +819842
Mazda                                                               +3239
Mazda Europa Service                                                +834834
Mazda Infoservice                                                   +861200
Mazda Infoservice Xedos                                             +861201
Mazda, "Tag mit Xedos"                                              +5118
MB Service Club, Bremen                                             +845321
MBNA America                                                        +812195
MCI "Family & Friend" Service                                       +816835
MCI (info)                                                          +813964
MCI customer service                                                +815414
MCI Customer Service Germany                                        +815417
MCI Mail Customer Assistance                                        +815485
MDM Muenzhandelsgesellschaft Deutsche Muenze                        +6064
MDM Muenzhandelsgesellschaft Deutschen Muenze 2                     +7070
MEC Mail Order, Leverkusen                                          +112727
Med-Express dental-medizinischer Fachgrosshandel                    +3051
Medi Corporation (Geraete zur Gesichtshautverb.)                    +849584
Medialine Computer+Systeme, Duisburg                                +861147
Mediaphon Service GmbH, Duesseldorf                                 +800211
MediQuick, Berlin                                                   +862636
Meditra GmbH (Beratungstelefon)                                     +860748
Mega Satellitenfernsehen GmbH, Duesseldorf                          +800346
Meiron Spedition                                                    +864343
Mercedes Benz                                                       +4610
Mercedes Benz Jahreswagenverkauf                                    +5558
Mercedes Benz, Stuttgart, Gebrauchtwagen                            +3308
Mercedes Benz, Stuttgart, Neu- und Gebrauchtwagen                   +7772
Mercedes, Apt. LKW                                                  +5557
Mercedes-Abschleppservice                                           +5005
Mercedes-Benz Eurocard                                              +3190
Mercedes-Benz Verbrauchstest                                        +4232
Merck E. Beratung u. Vertrieb HPLC-Geraete                          +857290
Merck E. Diagnostica Service                                        +7230
Merck E. Kundenmanagement Pharma Deutschland                        +857210
Merck E. Reagenzien Chemikalien Service                             +852208
Merck Service Darmstadt, Sprachbox (MFV)             VM             +7299
Mercury Calling Card Services (MFV calling card no.)                +804444
MERIDIANA                                                           +838000
Merit Real Estate Co                                                +810936
Merkur Spielgeraete Service GmbH                                    +828221
Messerschmidt-Steinbock Finanzconsult GmbH, Muench                  +843311
Messure-X Corp.                                      VM             +812140
Metan (?), Ueberdachungen und Wintergaerten                         +2458
Metzler International Optik GmbH                                    +5600
Micro Dynamics,                                      VM             +819824
Microsoft Auftragsbearbeitung Telebox                               +820400
Miele, Rueckrufaktion von Staubsaugern wg. Kabelschadens            +114848
Mikado Gewinnspiel                                                  +4010
Milagra AG Bluetenessenzen Schweiz                                  +814139
Military Loan Center                                                +810875
Milupa AG Muettertelefon (Mo-Fr 9-18 Uhr)                           +7375
Minigun Transporte                                                  +812151
Minolta, Laserdrucker/Copierer/Telefax                              +5053
Mitsubishi Electric Europe GmbH, Ratingen                           +839748
Mitsubishi Electric, Duesseldorf                                    +848414
Mobilforum Service                                                  +6006
mobiphone rental GmbH, Frankfurt                     V              +828811
Mobydisc GmbH                                                       +836090
Model Beach Golf Holiday                                            +811597
Moebel-Grosshandelsges. mbH Dittmann & Co KG                        +2838
Moevenpick Hotels Internat. Reservierungszentrale                   +852217
Mondial Services GmbH (Citroen)                                     +4560
Monitor Technologies GmbH                                           +3704
Morgans Stanley                                                     +810149
Morse B.V., Eindhoven                                V              +813753
Morse B.V., Eindhoven (Hardware)                                    +813752
Motorola                                                            +7200
Motorpresse Stuttgart, Anzeigenabteilung                            +818010
Mountain Breeze (Luftreiniger)                                      +816287
MPA Pharma                                                          +855115
MPV Vertriebsservice , Zeitschrift, Leserservice                    +4004
MUCH Pharma AG (Beratung bei Haemorrhoidalleiden)                   +833040
MUCOS Pharma GmbH & Co                                              +5180
Mueller A. & Partner A.C.A.- Pharma GmbH & Co                       +857044
Mueller GmbH & Co KG Gebr. Freileitungs- und Erdkabelbau      (075) +814400
Mueller Moebeltransport Inh. Eleonore Ritter, Helmut                +7072
Muenchener Messe fuer Ernaehrnungswirtschaft                        +837437
Muenchner Modeversand                                               +3909
Muenzhandelsgesellschaft Deutsche Muenze, Braunsch                  +4041
Muenzkontor Hermann Sieger, Lorch/Wuerttemberg                      +4040
